checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
A11,23,A33,A45,4478,A63,A74,3,A92,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,1
A12,17,A32,A40,5509,A61,A74,4,A92,A101,4,A123,33,A141,A151,3,A173,2,A191,A201,2
A13,10,A34,A42,5601,A62,A73,2,A94,A103,2,A123,48,A142,A152,3,A172,1,A191,A201,1
A12,8,A31,A42,18424,A62,A71,4,A94,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,1
A14,21,A34,A42,5433,A64,A74,2,A92,A101,2,A124,45,A142,A151,2,A173,1,A192,A201,1
A12,68,A33,A49,2917,A61,A73,2,A92,A101,1,A122,33,A143,A151,3,A174,1,A191,A201,1
A14,27,A33,A42,17511,A63,A71,4,A92,A101,4,A122,43,A143,A152,2,A172,1,A192,A201,1
A12,23,A32,A44,2333,A62,A73,4,A92,A101,1,A124,34,A143,A151,1,A173,1,A191,A201,1
A11,20,A34,A42,17862,A65,A74,1,A94,A101,1,A124,30,A143,A152,3,A173,1,A191,A201,1
A14,16,A30,A40,4945,A64,A73,3,A92,A101,4,A121,32,A143,A152,1,A173,1,A191,A201,2
A13,16,A32,A49,18424,A61,A72,2,A91,A101,3,A121,35,A141,A153,1,A173,1,A192,A201,1
A11,26,A32,A43,5622,A62,A73,3,A94,A102,2,A124,35,A143,A151,1,A172,2,A192,A201,1
A12,20,A31,A410,908,A61,A75,4,A94,A101,4,A122,28,A141,A152,1,A172,1,A192,A201,2
A11,22,A34,A42,6097,A65,A72,3,A92,A101,4,A123,34,A142,A152,1,A171,1,A191,A201,2
A11,15,A32,A49,2329,A61,A71,2,A92,A103,2,A123,20,A143,A153,1,A171,1,A191,A201,1
A12,47,A32,A45,2099,A64,A72,2,A92,A101,2,A122,53,A143,A152,2,A174,1,A192,A202,2
A14,21,A34,A44,4332,A64,A71,1,A92,A103,2,A123,34,A143,A152,4,A172,1,A191,A201,2
A14,15,A31,A41,18424,A61,A75,3,A92,A101,2,A124,36,A141,A151,3,A174,1,A192,A201,1
A14,18,A34,A49,13468,A65,A73,2,A91,A101,3,A121,45,A143,A152,1,A173,1,A191,A201,1
A13,15,A34,A48,3718,A61,A75,2,A93,A101,2,A124,33,A143,A152,1,A171,1,A191,A201,2
A11,20,A34,A410,2968,A65,A73,3,A92,A101,4,A123,42,A142,A153,4,A172,1,A191,A201,1
A14,24,A34,A42,2876,A62,A75,1,A91,A101,4,A123,47,A143,A152,1,A173,1,A191,A201,1
A13,22,A33,A42,1525,A65,A74,3,A93,A103,4,A121,46,A142,A153,1,A171,1,A191,A201,2
A13,33,A34,A43,2641,A63,A75,2,A93,A103,3,A122,36,A143,A152,1,A174,1,A192,A201,1
A14,14,A34,A43,11350,A61,A71,4,A94,A101,4,A123,35,A143,A152,1,A171,2,A191,A202,2
A11,32,A30,A410,2263,A61,A73,1,A92,A101,4,A123,62,A143,A152,1,A172,2,A191,A201,1
A12,24,A34,A410,10186,A62,A75,1,A92,A101,2,A121,42,A143,A152,1,A173,1,A192,A201,1
A13,41,A34,A43,4812,A64,A74,3,A93,A101,2,A121,42,A143,A151,4,A173,1,A192,A201,2
A14,24,A30,A44,8277,A61,A73,2,A91,A102,2,A121,43,A143,A152,2,A173,1,A191,A201,1
A14,18,A32,A45,2017,A63,A73,4,A93,A101,1,A122,39,A141,A152,3,A174,1,A191,A201,1
A12,38,A32,A42,3647,A62,A73,4,A91,A101,3,A122,75,A143,A152,3,A172,1,A191,A201,1
A12,23,A32,A44,4270,A65,A73,4,A93,A101,2,A123,27,A143,A152,1,A173,1,A192,A201,1
A14,25,A31,A44,2971,A62,A75,4,A92,A103,2,A121,47,A143,A153,1,A173,1,A191,A201,2
A12,15,A32,A41,3612,A61,A75,1,A93,A103,1,A124,31,A143,A152,1,A173,1,A192,A201,1
A14,24,A32,A40,3670,A62,A74,3,A93,A101,4,A123,52,A143,A153,1,A173,1,A191,A201,2
A14,25,A34,A43,1327,A61,A74,4,A93,A101,4,A121,32,A141,A152,1,A173,1,A191,A201,1
A13,47,A34,A40,4320,A63,A72,3,A93,A101,3,A123,25,A143,A153,4,A173,1,A191,A202,1
A12,24,A34,A49,4128,A65,A73,4,A93,A101,2,A121,58,A143,A153,2,A173,1,A191,A201,2
A14,10,A33,A46,8066,A62,A73,3,A93,A103,4,A123,51,A142,A153,1,A173,2,A192,A201,1
A14,39,A33,A45,11552,A63,A71,4,A91,A101,3,A123,25,A142,A153,1,A173,1,A191,A201,1
A11,19,A31,A44,2443,A64,A71,4,A94,A101,4,A124,26,A143,A151,1,A173,1,A191,A201,2
A14,15,A34,A43,2647,A64,A74,2,A91,A101,2,A122,43,A143,A152,1,A171,1,A192,A201,1
A13,23,A30,A43,3919,A63,A73,4,A93,A101,2,A122,32,A141,A151,1,A173,1,A192,A201,2
A14,24,A32,A410,2827,A65,A74,1,A94,A101,4,A123,35,A141,A152,2,A174,1,A191,A201,2
A12,24,A32,A43,2506,A61,A73,2,A92,A101,1,A122,44,A143,A151,2,A173,1,A191,A201,1
A11,27,A34,A43,2421,A65,A73,3,A93,A103,2,A123,47,A143,A152,4,A173,1,A191,A201,1
A11,18,A33,A41,1991,A61,A73,1,A93,A101,2,A124,44,A141,A151,1,A171,1,A192,A201,1
A14,20,A32,A40,2597,A65,A73,2,A92,A103,4,A121,30,A142,A152,1,A173,1,A192,A201,2
A11,15,A34,A40,14836,A61,A75,4,A93,A103,3,A121,30,A142,A151,1,A174,1,A191,A201,1
A11,16,A34,A40,2926,A63,A74,4,A92,A103,1,A124,49,A143,A153,2,A173,2,A191,A202,1
A12,9,A32,A410,3122,A61,A75,4,A93,A101,4,A122,32,A141,A153,2,A173,1,A191,A201,1
A12,23,A33,A46,4761,A62,A75,4,A93,A101,4,A122,75,A143,A152,1,A173,1,A192,A201,2
A11,21,A33,A40,2315,A64,A72,4,A93,A103,4,A122,49,A142,A151,2,A172,1,A192,A201,1
A12,11,A32,A45,5981,A61,A73,4,A93,A101,2,A121,45,A142,A151,1,A173,1,A191,A202,1
A14,41,A33,A48,3614,A65,A74,4,A94,A101,2,A123,56,A143,A152,1,A174,1,A192,A201,1
A12,22,A32,A41,10917,A61,A74,4,A94,A101,1,A122,30,A141,A153,1,A174,1,A192,A201,1
A13,24,A32,A43,2298,A65,A73,2,A93,A101,1,A123,25,A143,A153,1,A172,1,A192,A201,1
A12,24,A32,A43,3081,A61,A75,1,A92,A103,2,A121,47,A142,A152,4,A174,1,A191,A201,2
A11,21,A30,A44,2264,A61,A75,3,A93,A101,3,A124,43,A143,A152,3,A173,1,A191,A201,1
A11,23,A34,A49,1474,A63,A75,2,A93,A102,2,A122,30,A141,A152,3,A172,1,A191,A201,1
A12,24,A33,A43,10011,A61,A71,4,A94,A101,1,A122,32,A143,A151,3,A173,1,A191,A201,1
A14,36,A32,A410,4461,A61,A73,2,A93,A103,2,A122,34,A141,A152,2,A174,2,A192,A201,1
A14,42,A32,A43,3356,A61,A75,4,A93,A101,1,A123,49,A143,A152,3,A174,1,A192,A201,1
A13,17,A34,A43,967,A64,A71,4,A94,A101,4,A124,34,A143,A153,1,A173,1,A191,A201,1
A11,19,A31,A42,2156,A65,A74,4,A92,A103,4,A122,34,A143,A151,1,A173,1,A192,A201,2
A13,22,A34,A42,16439,A63,A71,4,A93,A101,4,A121,48,A143,A152,1,A172,1,A192,A202,1
A11,19,A33,A43,4685,A61,A72,2,A94,A101,1,A123,30,A143,A152,3,A172,2,A191,A202,1
A13,23,A30,A410,2673,A65,A71,4,A91,A101,2,A124,40,A141,A153,2,A174,1,A191,A201,1
A14,16,A34,A44,1522,A64,A74,4,A93,A101,3,A122,28,A143,A152,1,A172,2,A192,A201,1
A12,26,A32,A410,17882,A61,A72,3,A94,A102,4,A122,29,A143,A153,2,A173,1,A192,A201,2
A14,22,A34,A40,2615,A64,A71,2,A93,A103,4,A124,39,A143,A152,1,A173,1,A191,A201,2
A12,19,A31,A43,2538,A61,A75,2,A92,A101,4,A123,23,A141,A152,1,A174,1,A192,A201,1
A11,26,A34,A43,5339,A61,A73,1,A93,A103,2,A124,33,A143,A152,2,A173,2,A192,A201,1
A11,17,A32,A49,1537,A62,A75,2,A94,A103,2,A123,22,A143,A152,1,A172,1,A192,A201,1
A12,63,A31,A40,14531,A61,A71,4,A93,A103,4,A122,47,A143,A152,3,A171,1,A192,A201,2
A13,22,A34,A48,2697,A62,A75,4,A91,A101,2,A124,39,A143,A153,1,A174,1,A191,A201,1
A11,72,A34,A43,4130,A61,A74,1,A92,A101,1,A124,29,A142,A152,1,A172,1,A191,A201,1
A12,19,A34,A410,7932,A63,A71,4,A93,A101,2,A124,34,A143,A152,2,A173,1,A192,A202,2
A13,70,A34,A49,2436,A65,A74,2,A93,A101,2,A124,25,A143,A152,2,A172,1,A192,A201,1
A14,15,A34,A48,1668,A64,A75,4,A91,A103,4,A123,23,A143,A152,1,A174,1,A192,A201,2
A12,24,A34,A40,9020,A65,A73,4,A93,A101,4,A123,29,A143,A152,2,A172,2,A192,A201,1
A12,13,A32,A43,2231,A61,A72,4,A93,A101,4,A122,26,A143,A152,1,A174,1,A192,A201,1
A14,14,A34,A410,2189,A61,A75,2,A93,A101,4,A123,42,A143,A152,1,A172,1,A191,A201,1
A14,21,A34,A43,2938,A61,A75,2,A93,A101,3,A122,75,A142,A152,1,A172,1,A192,A202,1
A12,25,A34,A40,4047,A61,A75,1,A93,A101,2,A121,33,A143,A153,1,A173,1,A192,A201,2
A11,23,A30,A42,2019,A62,A75,1,A93,A101,2,A123,44,A141,A152,3,A173,1,A191,A201,1
A12,16,A34,A48,9976,A65,A73,4,A92,A103,2,A121,55,A141,A151,1,A173,1,A191,A201,1
A14,25,A32,A43,17799,A62,A72,1,A93,A101,2,A123,45,A143,A152,1,A173,1,A191,A201,1
A12,17,A34,A46,1402,A61,A72,2,A92,A101,4,A123,29,A142,A152,1,A172,1,A191,A201,1
A12,22,A33,A43,15944,A61,A73,4,A92,A101,2,A121,27,A141,A151,3,A172,2,A192,A202,1
A12,44,A30,A46,1604,A64,A71,1,A93,A101,4,A122,51,A143,A153,4,A173,1,A192,A201,1
A11,24,A33,A40,4601,A61,A71,2,A93,A101,2,A124,29,A141,A151,1,A173,1,A191,A201,1
A13,23,A30,A44,2237,A61,A71,2,A92,A101,4,A124,29,A143,A152,1,A173,1,A191,A201,1
A14,32,A33,A41,5332,A61,A73,4,A93,A103,4,A122,39,A143,A152,4,A173,1,A191,A201,2
A12,19,A30,A41,5800,A63,A73,4,A93,A101,3,A121,29,A142,A152,2,A173,1,A191,A201,1
A12,72,A33,A40,1926,A61,A72,2,A93,A101,2,A124,33,A143,A152,1,A172,1,A191,A201,1
A13,19,A32,A42,2654,A65,A73,2,A92,A101,3,A121,36,A141,A152,4,A174,1,A191,A201,1
A13,10,A34,A40,3382,A61,A73,3,A93,A101,4,A123,30,A143,A153,1,A174,1,A192,A202,1
A13,15,A32,A46,2221,A65,A74,4,A93,A103,2,A123,43,A143,A151,1,A172,1,A191,A201,1
A13,24,A34,A46,3343,A62,A71,4,A91,A103,4,A124,40,A141,A152,1,A172,1,A191,A201,2
A11,21,A31,A42,4530,A61,A72,3,A93,A103,3,A121,46,A143,A151,2,A173,1,A191,A201,1
A12,25,A33,A46,5383,A61,A71,3,A91,A102,4,A123,33,A141,A151,3,A173,1,A191,A201,2
A14,43,A34,A45,1852,A63,A73,2,A92,A101,3,A124,46,A142,A152,2,A174,1,A191,A201,1
A13,13,A32,A40,2869,A64,A73,4,A93,A101,4,A123,31,A143,A152,1,A173,1,A191,A202,1
A14,15,A30,A41,1818,A62,A74,2,A91,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1
A11,16,A32,A43,4838,A62,A74,2,A91,A101,2,A123,33,A141,A151,4,A174,1,A192,A201,2
A13,15,A30,A43,3902,A61,A75,3,A91,A101,4,A124,40,A142,A153,2,A173,1,A191,A201,1
A11,15,A30,A46,4240,A61,A73,1,A94,A101,2,A124,26,A143,A151,2,A173,1,A191,A201,1
A14,54,A34,A40,3294,A64,A75,2,A93,A101,4,A123,52,A143,A153,1,A173,2,A191,A201,1
A14,26,A34,A43,5501,A63,A73,2,A92,A103,2,A124,30,A141,A152,3,A173,1,A192,A201,1
A14,41,A31,A43,2356,A61,A71,4,A93,A101,1,A123,42,A143,A152,1,A173,1,A191,A201,1
A14,48,A34,A42,4212,A61,A71,4,A93,A101,4,A123,29,A143,A152,1,A173,1,A191,A201,2
A14,8,A30,A49,2372,A62,A73,1,A93,A103,4,A123,57,A143,A152,4,A174,1,A192,A201,1
A12,22,A32,A40,2633,A62,A73,1,A91,A101,2,A124,47,A143,A151,3,A174,1,A191,A201,1
A14,23,A32,A41,2090,A65,A75,1,A92,A103,1,A123,43,A141,A152,2,A171,1,A191,A201,1
A12,18,A34,A44,3660,A61,A71,1,A94,A101,4,A123,67,A143,A153,1,A174,1,A191,A201,2
A11,28,A32,A46,1272,A61,A73,4,A93,A101,4,A121,33,A143,A152,1,A172,1,A191,A201,1
A14,19,A34,A46,2066,A63,A72,4,A93,A101,4,A123,32,A143,A153,1,A172,1,A191,A201,2
A14,18,A30,A48,5712,A61,A75,2,A93,A101,4,A122,34,A143,A152,1,A171,1,A191,A201,1
A14,11,A32,A41,2343,A61,A75,4,A93,A101,4,A123,56,A143,A153,2,A174,1,A191,A201,1
A14,16,A33,A43,10152,A61,A73,2,A93,A102,1,A123,29,A142,A152,3,A174,1,A191,A201,1
A12,10,A32,A43,5107,A65,A72,2,A93,A103,4,A123,34,A143,A152,2,A171,1,A191,A202,1
A12,48,A34,A44,6955,A61,A74,2,A93,A101,2,A124,42,A143,A153,1,A173,1,A191,A201,1
A11,16,A34,A46,12314,A62,A74,3,A93,A101,2,A124,34,A143,A151,4,A172,1,A192,A201,2
A14,16,A33,A48,4407,A63,A75,4,A93,A101,4,A123,35,A143,A152,3,A173,1,A192,A201,1
A14,19,A34,A43,1303,A61,A75,2,A93,A101,4,A124,35,A142,A152,3,A173,1,A191,A201,1
A11,46,A32,A41,5553,A61,A72,2,A93,A102,4,A122,32,A142,A152,1,A173,1,A191,A201,2
A11,19,A33,A41,3237,A65,A73,3,A92,A103,2,A121,29,A141,A151,1,A173,1,A191,A201,1
A11,15,A34,A49,2654,A65,A73,1,A93,A103,4,A123,29,A143,A151,3,A173,2,A191,A201,1
A14,20,A32,A410,2267,A61,A72,3,A93,A101,2,A121,51,A143,A152,1,A174,1,A192,A201,2
A14,40,A32,A41,2883,A63,A74,2,A91,A101,2,A121,43,A142,A152,1,A173,1,A192,A202,2
A12,19,A32,A45,4030,A61,A73,1,A92,A101,4,A121,45,A143,A153,2,A172,1,A191,A201,2
A11,21,A34,A43,15275,A61,A71,3,A93,A102,4,A123,44,A142,A153,2,A173,2,A191,A202,1
A14,24,A34,A40,1819,A61,A75,1,A93,A101,2,A123,44,A143,A152,1,A174,1,A191,A201,1
A11,17,A33,A42,4067,A64,A75,2,A93,A103,2,A121,63,A141,A152,1,A174,1,A191,A201,1
A11,20,A34,A46,6400,A61,A73,2,A93,A103,2,A123,34,A143,A152,4,A173,1,A191,A201,1
A13,57,A31,A49,2259,A63,A73,1,A93,A103,2,A121,65,A141,A152,3,A173,1,A192,A202,1
A12,24,A33,A43,4495,A61,A75,4,A94,A102,2,A124,32,A143,A152,2,A172,1,A191,A201,2
A14,22,A32,A43,5374,A63,A74,4,A93,A101,4,A123,29,A143,A152,2,A172,1,A191,A201,1
A13,44,A32,A43,6968,A63,A71,4,A93,A101,4,A122,37,A142,A153,1,A173,1,A191,A201,1
A13,22,A34,A43,1902,A62,A73,1,A93,A103,4,A123,41,A141,A152,2,A173,1,A191,A201,1
A12,18,A30,A43,2759,A61,A71,1,A93,A102,1,A121,42,A143,A152,2,A173,1,A192,A201,1
A12,19,A32,A45,4278,A61,A73,4,A94,A101,2,A122,31,A141,A153,1,A173,1,A192,A201,1
A14,23,A32,A40,2470,A63,A75,2,A93,A101,4,A123,46,A143,A152,2,A174,1,A192,A201,2
A14,38,A32,A41,4847,A65,A72,2,A92,A101,2,A122,39,A143,A152,1,A172,1,A191,A201,2
A12,20,A32,A43,5423,A61,A73,4,A91,A101,4,A121,27,A141,A152,3,A171,1,A191,A201,1
A13,11,A33,A40,1668,A64,A73,4,A93,A101,4,A122,32,A143,A153,3,A173,1,A192,A201,2
A14,8,A32,A43,11005,A63,A71,4,A91,A103,3,A123,43,A143,A152,3,A172,1,A191,A201,1
A11,21,A34,A410,3351,A64,A72,4,A94,A103,4,A123,31,A143,A152,1,A174,1,A192,A201,1
A11,23,A32,A46,2923,A65,A75,3,A93,A101,4,A124,41,A142,A152,2,A173,1,A191,A201,2
A14,21,A32,A40,4801,A63,A73,2,A94,A101,1,A123,22,A143,A152,4,A173,1,A191,A202,1
A12,16,A32,A48,1717,A61,A75,4,A93,A101,1,A123,30,A142,A151,1,A173,1,A191,A201,1
A14,67,A32,A49,5645,A61,A74,4,A93,A101,1,A123,26,A142,A153,1,A172,1,A192,A201,2
A11,17,A34,A410,2271,A64,A71,3,A92,A101,2,A121,59,A143,A152,3,A174,1,A191,A201,1
A12,22,A32,A41,1500,A61,A75,2,A91,A101,4,A121,43,A143,A152,2,A172,1,A192,A201,1
A11,19,A33,A48,8486,A61,A73,4,A94,A101,2,A123,31,A143,A153,1,A174,1,A191,A201,1
A11,14,A34,A44,2815,A61,A72,1,A93,A101,2,A123,36,A141,A153,3,A173,1,A191,A201,1
A13,18,A32,A43,4777,A65,A74,4,A93,A101,2,A122,38,A143,A152,1,A172,1,A191,A202,1
A11,16,A32,A42,2597,A61,A73,2,A92,A101,2,A124,75,A141,A153,2,A171,1,A191,A201,1
A12,12,A32,A42,4291,A63,A75,3,A93,A101,4,A123,44,A143,A152,2,A174,1,A192,A201,2
A12,39,A34,A410,17585,A61,A74,2,A94,A101,1,A123,44,A143,A152,4,A171,1,A191,A201,2
A14,19,A34,A43,2093,A61,A71,3,A93,A101,4,A124,29,A143,A152,4,A171,1,A191,A201,1
A11,31,A31,A40,8059,A61,A73,4,A92,A101,2,A121,33,A143,A152,1,A173,1,A191,A201,1
A12,24,A34,A43,2647,A65,A74,1,A92,A101,2,A122,25,A143,A153,3,A171,1,A191,A201,1
A12,14,A33,A43,1952,A61,A75,2,A93,A101,4,A123,36,A143,A151,2,A173,1,A191,A201,1
A13,23,A34,A45,2184,A65,A73,2,A93,A101,4,A124,32,A143,A152,1,A174,1,A191,A201,1
A14,26,A33,A40,1956,A64,A74,2,A91,A101,1,A124,26,A143,A153,1,A171,1,A192,A201,1
A11,23,A32,A45,4257,A62,A75,3,A91,A101,1,A122,66,A143,A152,1,A172,2,A191,A201,1
A11,25,A33,A46,6297,A61,A72,2,A92,A101,4,A124,43,A143,A152,3,A172,1,A191,A202,1
A14,45,A34,A46,4154,A62,A73,3,A93,A101,3,A124,29,A141,A153,2,A172,1,A192,A201,2
A14,14,A32,A46,12687,A63,A74,2,A93,A101,3,A123,69,A143,A153,2,A174,1,A191,A201,1
A14,21,A34,A44,5207,A61,A73,2,A92,A101,3,A123,37,A143,A152,1,A174,1,A192,A201,2
A12,20,A32,A49,7870,A61,A75,1,A92,A101,2,A123,24,A142,A152,2,A174,1,A191,A201,1
A14,20,A33,A43,3301,A61,A73,4,A93,A101,2,A123,26,A141,A151,3,A174,1,A192,A201,2
A14,13,A31,A43,4440,A61,A75,4,A94,A101,2,A121,39,A142,A153,2,A174,1,A192,A202,1
A14,9,A33,A42,2317,A62,A73,2,A91,A101,4,A122,30,A141,A152,1,A173,1,A192,A201,1
A12,23,A32,A42,8035,A64,A75,4,A93,A101,1,A124,47,A141,A151,3,A173,2,A191,A202,1
A12,7,A31,A43,2943,A61,A72,4,A93,A101,2,A123,28,A143,A152,1,A173,2,A191,A201,1
A12,14,A34,A44,1842,A63,A71,4,A94,A101,4,A121,38,A143,A152,1,A174,1,A192,A202,1
A12,44,A34,A43,2944,A61,A75,2,A93,A103,2,A122,32,A142,A152,4,A174,2,A191,A201,1
A12,25,A31,A41,18424,A61,A75,2,A94,A103,2,A123,30,A141,A152,2,A171,1,A191,A201,2
A14,26,A34,A40,4452,A61,A72,2,A93,A103,1,A123,30,A143,A152,3,A172,2,A191,A201,1
A14,26,A34,A43,2598,A61,A75,2,A91,A103,4,A123,51,A143,A152,1,A173,2,A191,A201,1
A12,23,A34,A40,2221,A63,A72,1,A92,A101,3,A123,34,A143,A152,3,A173,1,A191,A201,2
A14,9,A32,A43,6424,A61,A73,2,A92,A102,3,A121,27,A143,A151,2,A174,1,A191,A201,1
A12,8,A34,A42,2368,A61,A72,3,A94,A101,2,A123,34,A142,A152,1,A173,1,A191,A201,1
A12,54,A34,A42,11980,A62,A74,4,A92,A103,1,A123,33,A143,A152,1,A171,2,A192,A201,1
A11,18,A32,A43,9217,A64,A75,3,A91,A101,1,A124,26,A143,A152,1,A172,2,A191,A201,1
A11,20,A32,A44,8092,A61,A74,4,A93,A102,2,A124,36,A142,A152,1,A172,1,A192,A201,1
A12,19,A31,A48,3662,A64,A73,3,A93,A103,1,A123,56,A141,A153,1,A173,1,A191,A201,2
A12,15,A33,A48,4618,A61,A75,3,A94,A101,2,A121,29,A142,A152,2,A171,1,A191,A201,2
A11,63,A32,A43,12851,A65,A75,4,A92,A103,4,A122,55,A143,A152,2,A174,1,A191,A202,1
A14,22,A34,A44,1448,A61,A75,2,A94,A101,2,A121,23,A142,A152,1,A173,1,A191,A201,1
A12,47,A32,A43,16864,A61,A75,3,A93,A101,1,A124,24,A143,A153,1,A174,1,A191,A202,1
A14,23,A32,A45,2314,A65,A71,1,A91,A101,2,A124,43,A143,A153,4,A174,1,A192,A201,1
A12,42,A33,A43,2725,A65,A71,4,A92,A101,4,A123,24,A143,A152,1,A173,1,A191,A202,2
A12,65,A30,A43,1429,A61,A75,2,A93,A101,2,A123,34,A143,A152,4,A172,1,A191,A201,1
A14,18,A32,A49,1381,A65,A75,1,A92,A101,2,A123,40,A142,A152,1,A172,2,A192,A201,1
A11,16,A33,A40,5540,A65,A75,4,A93,A101,1,A123,57,A141,A152,1,A171,1,A191,A201,1
A14,65,A30,A43,1667,A65,A75,3,A93,A102,1,A124,34,A143,A152,3,A174,1,A192,A201,1
A12,21,A32,A45,2362,A61,A72,4,A94,A101,2,A121,46,A143,A152,2,A173,1,A192,A201,1
A12,12,A32,A42,5239,A64,A73,4,A94,A103,4,A123,31,A142,A151,2,A172,1,A192,A201,1
A11,7,A32,A43,8408,A61,A72,1,A93,A101,4,A122,32,A142,A152,4,A174,1,A191,A202,1
A11,20,A34,A48,1986,A64,A75,4,A93,A103,4,A124,34,A141,A152,1,A173,2,A192,A201,1
A12,15,A34,A43,1087,A61,A73,2,A94,A101,3,A124,41,A142,A152,3,A172,1,A192,A201,2
A13,21,A33,A43,5877,A64,A72,1,A92,A102,4,A122,28,A143,A152,1,A173,2,A191,A201,1
A12,20,A32,A45,4748,A64,A72,4,A91,A102,2,A121,28,A141,A152,1,A174,1,A191,A201,1
A14,7,A31,A49,3068,A65,A73,2,A92,A102,2,A123,37,A143,A152,1,A174,1,A191,A201,1
A13,17,A32,A43,5257,A65,A75,1,A91,A103,3,A124,47,A142,A152,1,A172,1,A191,A201,2
A11,20,A33,A43,5158,A61,A72,2,A93,A102,1,A124,28,A143,A153,1,A174,1,A191,A201,1
A14,23,A34,A45,3953,A65,A71,2,A93,A101,1,A123,53,A143,A152,1,A172,1,A191,A201,2
A11,14,A33,A43,2140,A61,A72,1,A92,A101,3,A121,25,A141,A152,2,A172,1,A191,A202,1
A11,20,A33,A43,18424,A61,A72,3,A92,A101,3,A124,36,A141,A152,2,A173,1,A191,A201,1
A14,42,A32,A43,6215,A65,A75,3,A92,A101,3,A122,36,A143,A152,1,A173,1,A191,A201,1
A14,18,A33,A40,16980,A65,A74,2,A94,A102,4,A123,45,A143,A152,1,A174,2,A191,A201,2
A12,27,A30,A410,4956,A61,A75,4,A94,A101,2,A121,46,A143,A152,1,A174,1,A191,A201,1
A12,20,A34,A43,3352,A64,A73,2,A93,A101,1,A121,34,A143,A153,1,A171,1,A191,A201,1
A12,13,A34,A48,5090,A62,A75,3,A92,A103,4,A124,39,A143,A152,4,A173,1,A191,A201,2
A14,19,A34,A46,6065,A61,A75,1,A93,A101,4,A122,34,A143,A152,1,A174,1,A191,A201,2
A12,21,A34,A43,4216,A62,A71,4,A92,A101,3,A124,33,A143,A152,3,A173,2,A192,A201,1
A14,27,A34,A46,5953,A61,A74,4,A93,A101,2,A124,27,A143,A152,2,A172,2,A191,A201,2
A13,24,A32,A44,4929,A65,A73,4,A93,A101,4,A124,66,A141,A151,1,A174,1,A191,A201,1
A12,22,A33,A49,2523,A63,A72,2,A94,A103,2,A122,46,A141,A152,2,A173,1,A191,A201,2
A13,32,A32,A43,3371,A61,A73,4,A93,A101,4,A123,42,A143,A152,1,A174,1,A192,A201,1
A11,16,A32,A49,2833,A61,A74,2,A93,A101,4,A124,69,A143,A152,1,A173,1,A192,A201,1
A14,21,A32,A43,18424,A61,A72,4,A91,A103,4,A124,35,A143,A151,1,A173,1,A191,A201,1
A12,16,A34,A40,2427,A61,A74,4,A92,A101,4,A123,46,A141,A152,2,A171,1,A192,A201,2
A12,36,A34,A45,16718,A63,A74,2,A93,A101,4,A122,41,A142,A152,1,A173,1,A191,A201,2
A13,22,A32,A46,2737,A65,A73,2,A92,A101,4,A124,28,A142,A152,4,A172,1,A191,A201,1
A14,25,A32,A410,16337,A64,A73,3,A93,A101,2,A121,44,A143,A153,2,A174,2,A191,A201,1
A14,63,A32,A43,4522,A63,A71,1,A93,A101,2,A123,75,A142,A152,1,A172,2,A191,A201,1
A14,45,A31,A42,1326,A65,A73,4,A93,A101,2,A123,50,A143,A151,1,A174,1,A191,A201,2
A12,24,A34,A45,3073,A61,A74,2,A93,A101,4,A121,44,A143,A152,1,A171,1,A192,A201,1
A11,19,A32,A40,3795,A62,A75,2,A92,A103,4,A123,51,A142,A152,1,A173,1,A191,A202,2
A13,20,A34,A41,2138,A65,A74,1,A92,A101,4,A123,55,A141,A151,2,A172,1,A192,A201,1
A12,12,A33,A43,2712,A61,A72,2,A92,A101,4,A124,33,A142,A152,1,A172,1,A191,A201,2
A11,14,A33,A42,2367,A62,A74,2,A94,A103,2,A123,31,A143,A153,2,A174,1,A191,A201,1
A12,15,A32,A40,2125,A64,A74,4,A92,A102,4,A122,50,A143,A151,1,A171,2,A192,A201,1
A12,23,A32,A49,9661,A61,A73,1,A91,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,2
A14,17,A32,A44,3454,A61,A73,2,A93,A101,4,A123,31,A143,A151,3,A174,1,A191,A201,2
A14,23,A34,A43,3570,A61,A75,2,A92,A101,4,A123,75,A142,A152,1,A173,1,A191,A201,1
A14,18,A33,A40,4829,A61,A74,3,A93,A101,1,A123,30,A143,A152,1,A173,1,A191,A201,2
A14,9,A32,A42,5360,A65,A75,2,A94,A101,4,A121,31,A143,A152,2,A173,1,A192,A201,1
A14,19,A32,A44,17745,A62,A72,2,A94,A101,4,A122,30,A143,A152,1,A173,1,A191,A201,1
A11,20,A32,A46,4749,A62,A75,1,A93,A101,1,A121,26,A142,A153,4,A174,1,A192,A201,2
A12,23,A32,A42,1595,A61,A73,4,A92,A101,1,A122,41,A141,A152,2,A173,1,A192,A201,2
A13,20,A30,A40,18424,A62,A72,1,A92,A101,2,A122,27,A141,A152,1,A173,2,A191,A201,1
A14,18,A34,A42,5451,A65,A75,4,A93,A101,2,A121,34,A141,A153,1,A171,1,A192,A201,1
